ticker,name,country,category
BWIV,Blue Water Acquisition Corp. IV Class A Ordinary Shares,United States,Broad US equity universe
BWLP,BW LPG Limited Common Shares,United States,Broad US equity universe
BWMN,Bowman Consulting Group Ltd. - Common Stock,United States,Broad US equity universe
BWMX,"Betterware de Mexico, S.A.P.I. de C.V. Ordinary Shares",United States,Broad US equity universe
BWXT,"BWX Technologies, Inc. Common Stock",United States,Broad US equity universe
BX,Blackstone Inc. Common Stock,United States,Broad US equity universe
BXBL,"BOXABL, Inc.  - Common stock",United States,Broad US equity universe
BXC,Bluelinx Holdings Inc. Common Stock,United States,Broad US equity universe
BXDC,Blackstone Digital Infrastructure Trust Inc. Common Stock,United States,Broad US equity universe
BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",United States,Broad US equity universe
BXP,"BXP, Inc. Common Stock",United States,Broad US equity universe
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,United States,Broad US equity universe
BY,"Byline Bancorp, Inc. Common Stock",United States,Broad US equity universe
BYAH,"Park Ha Biological Technology Co., Ltd. - Class A Ordinary Shares",United States,Broad US equity universe
BYD,Boyd Gaming Corporation Common Stock,United States,Broad US equity universe
BYFC,Broadway Financial Corporation - Class A Common Stock,United States,Broad US equity universe
BYND,"Beyond Meat, Inc. - Common stock",United States,Broad US equity universe
BYRN,"Byrna Technologies, Inc. - Common Stock",United States,Broad US equity universe
BYSI,"BeyondSpring, Inc. - Ordinary Shares",United States,Broad US equity universe
BZ,KANZHUN LIMITED - American Depository Shares,United States,Broad US equity universe
BZAI,"Blaize Holdings, Inc. - Common Stock",United States,Broad US equity universe
BZFD,"BuzzFeed, Inc. - Class A Common Stock",United States,Broad US equity universe
BZH,"Beazer Homes USA, Inc. Common Stock",United States,Broad US equity universe
C,"Citigroup, Inc. Common Stock",United States,Broad US equity universe
CAAP,Corporacion America Airports SA Common Shares,United States,Broad US equity universe
CAAS,"China Automotive Systems, Inc. - Ordinary Share",United States,Broad US equity universe
CABA,"Cabaletta Bio, Inc. - Common Stock",United States,Broad US equity universe
CABO,"Cable One, Inc. Common Stock",United States,Broad US equity universe
CABR,"Caring Brands, Inc. - Common Stock",United States,Broad US equity universe
CAC,Camden National Corporation - Common Stock,United States,Broad US equity universe
CACC,Credit Acceptance Corporation - Common Stock,United States,Broad US equity universe
CACI,"CACI International, Inc. Class A Common Stock",United States,Broad US equity universe
CADL,"Candel Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CAE,CAE Inc - Common Shares,United States,Broad US equity universe
CAES,"Cantor Equity Partners VII, Inc. - Class A Ordinary Shares",United States,Broad US equity universe
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,United States,Broad US equity universe
CAG,Conagra Brands,United States,Packaged food
CAH,"Cardinal Health, Inc. Common Stock",United States,Broad US equity universe
CAI,"Caris Life Sciences, Inc. - Common Stock",United States,Broad US equity universe
CAII,Collective Acquisition Corp. II - Class A Ordinary Shares,United States,Broad US equity universe
CAKE,The Cheesecake Factory Incorporated - Common Stock,United States,Broad US equity universe
CAL,"Caleres, Inc. Common Stock",United States,Broad US equity universe
CALC,"CalciMedica, Inc. - Common Stock",United States,Broad US equity universe
CALM,"Cal-Maine Foods, Inc. - Common Stock",United States,Broad US equity universe
CALX,"Calix, Inc Common Stock",United States,Broad US equity universe
CALY,Callaway Golf Company Common Stock,United States,Broad US equity universe
CAMP,CAMP4 Therapeutics Corporation - Common Stock,United States,Broad US equity universe
CAMT,Camtek Ltd. - Ordinary Shares,United States,Broad US equity universe
CANE,Teucrium Sugar Fund,United States,Sugar
CANG,Cango Inc. Class A Ordinary Shares,United States,Broad US equity universe
CAPN,Cayson Acquisition Corp - Ordinary Shares,United States,Broad US equity universe
CAPR,"Capricor Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CAPS,Capstone Holding Corp. - Common Stock,United States,Broad US equity universe
CAQ,Cambridge Acquisition Corp. - Class A Ordinary Shares,United States,Broad US equity universe
CAR,"Avis Budget Group, Inc. - Common Stock",United States,Broad US equity universe
CARE,"Carter Bankshares, Inc. - Common Stock",United States,Broad US equity universe
CARG,"CarGurus, Inc. - Class A Common Stock",United States,Broad US equity universe
CARL,"Carlsmed, Inc. - Common Stock",United States,Broad US equity universe
CARR,Carrier Global Corporation Common Stock ,United States,Broad US equity universe
CARS,Cars.com Inc. Common Stock ,United States,Broad US equity universe
CART,Maplebear Inc. - Common Stock,United States,Broad US equity universe
CASH,"Pathward Financial, Inc. - Common Stock",United States,Broad US equity universe
CASS,"Cass Information Systems, Inc - Common Stock",United States,Broad US equity universe
CAST,"FreeCast, Inc. - Class A common stock",United States,Broad US equity universe
CASY,"Caseys General Stores, Inc. - Common Stock",United States,Broad US equity universe
CAT,"Caterpillar, Inc. Common Stock",United States,Broad US equity universe
CATO,Cato Corporation (The) Class A Common Stock,United States,Broad US equity universe
CATX,"Perspective Therapeutics, Inc. Common Stock",United States,Broad US equity universe
CATY,Cathay General Bancorp - Common Stock,United States,Broad US equity universe
CAVA,"CAVA Group, Inc. Common Stock",United States,Broad US equity universe
CB,Chubb,Switzerland,Property insurance
CBAN,"Colony Bankcorp, Inc. Common Stock",United States,Broad US equity universe
CBAT,CBAK Energy Technology Limited - Ordinary Shares,United States,Broad US equity universe
CBC,"Central Bancompany, Inc. - Class A Common Stock",United States,Broad US equity universe
CBFV,"CB Financial Services, Inc. - Common Stock",United States,Broad US equity universe
CBIO,"Crescent Biopharma, Inc. - Common Stock",United States,Broad US equity universe
CBK,"Commercial Bancgroup, Inc. - Common Stock",United States,Broad US equity universe
CBL,"CBL & Associates Properties, Inc. Common Stock",United States,Broad US equity universe
CBLL,"CeriBell, Inc. - Common Stock",United States,Broad US equity universe
CBNA,"Chain Bridge Bancorp, Inc. Class A Common Stock",United States,Broad US equity universe
CBNK,"Capital Bancorp, Inc. - Common Stock",United States,Broad US equity universe
CBOE,"Cboe Global Markets, Inc. Common Stock",United States,Broad US equity universe
CBRE,CBRE Group Inc Common Stock Class A,United States,Broad US equity universe
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",United States,Broad US equity universe
CBRS,Cerebras Systems Inc. - Class A Common Stock,United States,Broad US equity universe
CBSH,"Commerce Bancshares, Inc. - Common Stock",United States,Broad US equity universe
CBT,Cabot Corporation Common Stock,United States,Broad US equity universe
CBU,"Community Financial System, Inc. Common Stock",United States,Broad US equity universe
CBUS,"Cibus, Inc. - Class A Common Stock",United States,Broad US equity universe
CBZ,"CBIZ, Inc. Common Stock",United States,Broad US equity universe
CC,Chemours Company (The) Common Stock,United States,Broad US equity universe
CCAP,"Crescent Capital BDC, Inc. - Common Stock",United States,Broad US equity universe
CCAQ,Collective Acquisition Corp. - Class A ordinary shares,United States,Broad US equity universe
CCB,Coastal Financial Corporation - Common Stock,United States,Broad US equity universe
CCBG,Capital City Bank Group - Common Stock,United States,Broad US equity universe
CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,United States,Broad US equity universe
CCCC,"C4 Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CCCT,Columbus Circle Capital Corp III - Class A Ordinary Shares,United States,Broad US equity universe
CCD,Calamos Dynamic Convertible & Income Fund - Closed End Fund,United States,Broad US equity universe
CCEC,Capital Clean Energy Carriers Corp. - Common Share,United States,Broad US equity universe
CCEL,"Cryo-Cell International, Inc. Common Stock",United States,Broad US equity universe
CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,United States,Broad US equity universe
CCG,Cheche Group Inc. - Class A Ordinary Shares,United States,Broad US equity universe
CCHH,CCH Holdings Ltd - Class A Ordinary Shares,United States,Broad US equity universe
CCI,Crown Castle Inc. Common Stock,United States,Broad US equity universe
CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,United States,Broad US equity universe
CCII,Cohen Circle Acquisition Corp. II - Class A Ordinary Shares,United States,Broad US equity universe
CCJ,Cameco Corporation Common Stock,United States,Broad US equity universe
CCK,"Crown Holdings, Inc.",United States,Broad US equity universe
CCL,Carnival Corporation Ltd. Common Shares,United States,Broad US equity universe
CCLD,"CareCloud, Inc. - Common Stock",United States,Broad US equity universe
CCNE,CNB Financial Corporation - Common Stock,United States,Broad US equity universe
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",United States,Broad US equity universe
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",United States,Broad US equity universe
CCS,"Century Communities, Inc. Common Stock",United States,Broad US equity universe
CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",United States,Broad US equity universe
CCTG,CCSC Technology International Holdings Limited - Class A Ordinary Shares,United States,Broad US equity universe
CCU,"Compania Cervecerias Unidas, S.A. Common Stock",United States,Broad US equity universe
CCXI,Churchill Capital Corp XI - Class A Ordinary Shares,United States,Broad US equity universe
CCZ,Comcast Holdings ZONES,United States,Broad US equity universe
CD,Chaince Digital Holdings Inc. - American Ordinary Shares,United States,Broad US equity universe
CDE,"Coeur Mining, Inc. Common Stock",United States,Broad US equity universe
CDIO,Cardio Diagnostics Holdings Inc. - Common stock,United States,Broad US equity universe
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),United States,Broad US equity universe
CDLX,"Cardlytics, Inc. - Common Stock",United States,Broad US equity universe
CDNA,"CareDx, Inc. - Common Stock",United States,Broad US equity universe
CDNL,Cardinal Infrastructure Group Inc. - Class A Common Stock,United States,Broad US equity universe
CDNS,"Cadence Design Systems, Inc. - Common Stock",United States,Broad US equity universe
CDP,COPT Defense Properties Common Shares of Beneficial Interest,United States,Broad US equity universe
CDRE,"Cadre Holdings, Inc. Common Stock",United States,Broad US equity universe
CDRO,"Codere Online Luxembourg, S.A. - Ordinary Shares",United States,Broad US equity universe
CDT,CDT Equity Inc. - Common Stock,United States,Broad US equity universe
CDTG,CDT Environmental Technology Investment Holdings Limited - ordinary shares,United States,Broad US equity universe
CDW,CDW Corporation - Common Stock,United States,Broad US equity universe
CDXS,"Codexis, Inc. - Common Stock",United States,Broad US equity universe
CDZI,"Cadiz, Inc. - Common Stock",United States,Broad US equity universe
CE,Celanese Corporation Common Stock,United States,Broad US equity universe
CECO,CECO Environmental Corp. - Common Stock,United States,Broad US equity universe
CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",United States,Broad US equity universe
CEG,Constellation Energy Corporation - Common Stock When-Issued,United States,Broad US equity universe
CELC,Celcuity Inc. - Common Stock,United States,Broad US equity universe
CELH,"Celsius Holdings, Inc. - Common Stock",United States,Broad US equity universe
CELU,Celularity Inc. - Class A Common Stock,United States,Broad US equity universe
CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",United States,Broad US equity universe
CENN,Cenntro Inc. - Common Stock,United States,Broad US equity universe
CENT,Central Garden & Pet Company - Common Stock,United States,Broad US equity universe
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,United States,Broad US equity universe
CENX,Century Aluminum Company - Common Stock,United States,Broad US equity universe
CEPF,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",United States,Broad US equity universe
CEPL,"Capstone Energy Plus, Inc. - Common Stock",United States,Broad US equity universe
CEPO,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",United States,Broad US equity universe
CEPS,"Cantor Equity Partners VI, Inc. - Class A Ordinary Shares",United States,Broad US equity universe
CEPV,"Cantor Equity Partners V, Inc. - Class A Ordinary Shares",United States,Broad US equity universe
CERS,Cerus Corporation - Common Stock,United States,Broad US equity universe
CERT,"Certara, Inc. - Common Stock",United States,Broad US equity universe
CET,Central Securities Corporation Common Stock,United States,Broad US equity universe
CETX,Cemtrex Inc. - Common Stock,United States,Broad US equity universe
CETY,"Clean Energy Technologies, Inc. - Common Stock",United States,Broad US equity universe
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,United States,Broad US equity universe
CEVA,"CEVA, Inc. - Common Stock",United States,Broad US equity universe
CF,CF Industries,United States,Fertilizer
CFBK,CF Bankshares Inc. - Common Stock,United States,Broad US equity universe
CFFI,C&F Financial Corporation - Common Stock,United States,Broad US equity universe
CFFN,"Capitol Federal Financial, Inc. - Common Stock",United States,Broad US equity universe
CFG,"Citizens Financial Group, Inc. Common Stock",United States,Broad US equity universe
CFND,C1 Fund Inc. Common Stock,United States,Broad US equity universe
CFR,"Cullen/Frost Bankers, Inc. Common Stock",United States,Broad US equity universe
CG,The Carlyle Group Inc. - Common Stock,United States,Broad US equity universe
CGAU,Centerra Gold Inc. Common Shares,United States,Broad US equity universe
CGBD,"Carlyle Secured Lending, Inc. - Closed End Fund",United States,Broad US equity universe
CGC,Canopy Growth Corporation - Common Shares,United States,Broad US equity universe
CGEM,"Cullinan Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CGEN,Compugen Ltd. - Ordinary Shares,United States,Broad US equity universe
CGNT,Cognyte Software Ltd. - Ordinary Shares,United States,Broad US equity universe
CGNX,Cognex Corporation - Common Stock,United States,Broad US equity universe
CGO,Calamos Global Total Return Fund - Closed End Fund,United States,Broad US equity universe
CGON,"CG Oncology, Inc. - Common stock",United States,Broad US equity universe
CGTL,Creative Global Technology Holdings Limited - Class A Ordinary Shares,United States,Broad US equity universe
CGTX,"Cognition Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CHAI,"Core AI Holdings, Inc. - Common Shares",United States,Broad US equity universe
CHAR,Charlton Aria Acquisition Corporation - Class A Ordinary Shares,United States,Broad US equity universe
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",United States,Broad US equity universe
CHCO,City Holding Company - Common Stock,United States,Broad US equity universe
CHCT,Community Healthcare Trust Incorporated Common Stock,United States,Broad US equity universe
CHD,"Church & Dwight Company, Inc. Common Stock",United States,Broad US equity universe
CHDN,"Churchill Downs, Incorporated - Common Stock",United States,Broad US equity universe
CHE,Chemed Corp,United States,Broad US equity universe
CHEC,Chenghe Acquisition III Co. - Class A Ordinary Shares,United States,Broad US equity universe
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",United States,Broad US equity universe
CHGA,Change Agents Corporation  - Common Stock,United States,Broad US equity universe
CHGG,"Chegg, Inc. Common Stock",United States,Broad US equity universe
CHH,"Choice Hotels International, Inc. Common Stock",United States,Broad US equity universe
CHI,Calamos Convertible Opportunities and Income Fund - Closed End Fund,United States,Broad US equity universe
CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,United States,Broad US equity universe
CHMG,Chemung Financial Corp  - Common Stock,United States,Broad US equity universe
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,United States,Broad US equity universe
CHNR,"China Natural Resources, Inc. - Common Shares",United States,Broad US equity universe
CHOW,ChowChow Cloud International Holdings Limited Ordinary Shares,United States,Broad US equity universe
CHPG,ChampionsGate Acquisition Corporation - Class A Ordinary Share,United States,Broad US equity universe
CHPT,"ChargePoint Holdings, Inc. Common Stock",United States,Broad US equity universe
CHR,"Cheer Holding, Inc.  - Class A Ordinary Share",United States,Broad US equity universe
CHRD,Chord Energy Corporation - Common Stock,United States,Broad US equity universe
CHRN,ChronoScale Holdings Corporation - Common Stock,United States,Broad US equity universe
CHRS,"Coherus Oncology, Inc. - Common Stock",United States,Broad US equity universe
CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",United States,Broad US equity universe
CHSN,Chanson International Holding - Class A Ordinary Shares,United States,Broad US equity universe
CHT,"Chunghwa Telecom Co., Ltd.",United States,Broad US equity universe
CHTR,"Charter Communications, Inc. - Class A Common Stock",United States,Broad US equity universe
CHW,Calamos Global Dynamic Income Fund - Closed End Fund,United States,Broad US equity universe
CHWY,"Chewy, Inc. Class A Common Stock",United States,Broad US equity universe
CHY,Calamos Convertible and High Income Fund - Closed End Fund,United States,Broad US equity universe
CHYM,"Chime Financial, Inc. - Class A Common Stock",United States,Broad US equity universe
CI,The Cigna Group Common Stock,United States,Broad US equity universe
CIA,"Citizens, Inc. Class A Common Stock ($1.00 Par)",United States,Broad US equity universe
CIEN,Ciena Corporation Common Stock,United States,Broad US equity universe
CIFR,Cipher Digital Inc. - Common Stock,United States,Broad US equity universe
CIG-C,Comp En De Mn Cemig ADS American Depositary Receipts,United States,Broad US equity universe
CIGI,Colliers International Group Inc.  - Subordinate Voting Shares,United States,Broad US equity universe
CIGL,Concorde International Group Ltd - Class A Ordinary Shares,United States,Broad US equity universe
CII,"BlackRock Enhanced Large Cap Core Fund, Inc. Common Stock",United States,Broad US equity universe
CIIT,"Tianci International, Inc. - Common Stock",United States,Broad US equity universe
CIK,"Credit Suisse Asset Management Income Fund, Inc. Common Stock",United States,Broad US equity universe
CIM,Chimera Investment Corporation Common Stock,United States,Broad US equity universe
CINF,Cincinnati Financial Corporation - Common Stock,United States,Broad US equity universe
CING,Cingulate Inc. - Common Stock,United States,Broad US equity universe
CINT,CI&T Inc Class A Common Shares,United States,Broad US equity universe
CION,CION Investment Corporation Common Stock,United States,Broad US equity universe
CIRC,"Circle8 Group, Inc. - Common Stock",United States,Broad US equity universe
CISO,"CISO Global, Inc. - Common Stock",United States,Broad US equity universe
CISS,C3is Inc. - Common Stock,United States,Broad US equity universe
CITR,CitroTech Inc. Common Stock,United States,Broad US equity universe
CIVB,"Civista Bancshares, Inc.  - Common Stock",United States,Broad US equity universe
CIX,CompX International Inc. Common Stock,United States,Broad US equity universe
CJMB,Callan JMB Inc. - Common Stock,United States,Broad US equity universe
CKX,"CKX Lands, Inc. Common Stock",United States,Broad US equity universe
CL,Colgate-Palmolive Company Common Stock,United States,Broad US equity universe
CLAR,Clarus Corporation - Common Stock,United States,Broad US equity universe
CLB,Core Laboratories Inc. Common Stock,United States,Broad US equity universe
CLBK,"Columbia Financial, Inc. - Common Stock",United States,Broad US equity universe
CLBR,Colombier Acquisition Corp. III Class A Ordinary Shares,United States,Broad US equity universe
CLBT,Cellebrite DI Ltd. - Ordinary Shares,United States,Broad US equity universe
CLDI,"Calidi Biotherapeutics, Inc. Common Stock",United States,Broad US equity universe
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,United States,Broad US equity universe
CLDX,"Celldex Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CLF,Cleveland-Cliffs Inc. Common Stock,United States,Broad US equity universe
CLFD,"Clearfield, Inc. - Common Stock",United States,Broad US equity universe
CLGN,CollPlant Biotechnologies Ltd. - Ordinary Shares,United States,Broad US equity universe
CLH,"Clean Harbors, Inc. Common Stock",United States,Broad US equity universe
CLIK,Click Holdings Limited - Ordinary Share,United States,Broad US equity universe
CLIR,ClearSign Technologies Corporation - Common Stock,United States,Broad US equity universe
CLM,"Cornerstone Strategic Investment Fund, Inc. Common Shares",United States,Broad US equity universe
CLMB,"Climb Global Solutions, Inc. - Common Stock",United States,Broad US equity universe
CLMT,"Calumet, Inc - Common Stock",United States,Broad US equity universe
CLNE,Clean Energy Fuels Corp. - Common Stock,United States,Broad US equity universe
CLNN,Clene Inc. - Common Stock,United States,Broad US equity universe
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",United States,Broad US equity universe
CLPR,Clipper Realty Inc. Common Stock,United States,Broad US equity universe
CLPS,CLPS Incorporation - Common Stock,United States,Broad US equity universe
CLPT,ClearPoint Neuro Inc. - Common Stock,United States,Broad US equity universe
CLRB,"Cellectar Biosciences, Inc. - Common Stock",United States,Broad US equity universe
CLRO,"ClearOne, Inc. - Common Stock",United States,Broad US equity universe
CLS,"Celestica, Inc. Common Stock",United States,Broad US equity universe
CLSK,"CleanSpark, Inc. - Common Stock",United States,Broad US equity universe
CLST,"Catalyst Bancorp, Inc. - common stock",United States,Broad US equity universe
CLVT,Clarivate Plc Ordinary Shares,United States,Broad US equity universe
CLW,Clearwater Paper Corporation Common Stock,United States,Broad US equity universe
CLWT,Euro Tech Holdings Company Limited - Ordinary Shares,United States,Broad US equity universe
CLX,Clorox Company (The) Common Stock,United States,Broad US equity universe
CLYM,"Climb Bio, Inc. - Common Stock",United States,Broad US equity universe
CM,Canadian Imperial Bank of Commerce Common Stock,United States,Broad US equity universe
CMBT,CMB.TECH NV Ordinary Shares,United States,Broad US equity universe
CMC,Commercial Metals Company Common Stock,United States,Broad US equity universe
CMCL,Caledonia Mining Corporation Plc Common Shares,United States,Broad US equity universe
CMCO,Columbus McKinnon Corporation - Common Stock,United States,Broad US equity universe
CMCSA,Comcast Corporation - Class A Common Stock,United States,Broad US equity universe
CMCT,Creative Media  - Common Stock,United States,Broad US equity universe
CMDB,Costamare Bulkers Holdings Limited Common Stock,United States,Broad US equity universe
CME,CME Group Inc. - Class A Common Stock,United States,Broad US equity universe
CMG,"Chipotle Mexican Grill, Inc. Common Stock",United States,Broad US equity universe
CMI,Cummins Inc. Common Stock,United States,Broad US equity universe
CMII,Columbus Circle Capital Corp II - Class A Ordinary Shares,United States,Broad US equity universe
CMND,Clearmind Medicine Inc. - Common Shares,United States,Broad US equity universe
CMP,Compass Minerals Intl Inc Common Stock,United States,Broad US equity universe
CMPR,Cimpress plc - Ordinary Shares,United States,Broad US equity universe
CMPS,COMPASS Pathways Plc - American Depository Shares,United States,Broad US equity universe
CMPX,"Compass Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CMRC,"Commerce.com, Inc. - Series 1 Common Stock",United States,Broad US equity universe
CMRE,Costamare Inc. Common Stock $0.0001 par value,United States,Broad US equity universe
CMS,CMS Energy Corporation Common Stock,United States,Broad US equity universe
CMT,Core Molding Technologies Inc Common Stock,United States,Broad US equity universe
CMTG,"Claros Mortgage Trust, Inc. Common Stock",United States,Broad US equity universe
CMTL,Comtech Telecommunications Corp. - Common Stock,United States,Broad US equity universe
CMTV,Community Bancorp.  - Common stock,United States,Broad US equity universe
CNA,CNA Financial Corporation Common Stock,United States,Broad US equity universe
CNC,Centene Corporation Common Stock,United States,Broad US equity universe
CNCK,Coincheck Group N.V. - Ordinary Shares,United States,Broad US equity universe
CNDT,Conduent Incorporated - Common Stock,United States,Broad US equity universe
CNET,ZW Data Action Technologies Inc. - Common Stock,United States,Broad US equity universe
CNEY,CN Energy Group Inc. - Class A Ordinary Shares,United States,Broad US equity universe
CNH,CNH Industrial N.V. Common Shares,United States,Broad US equity universe
CNI,Canadian National Railway Company Common Stock,United States,Broad US equity universe
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",United States,Broad US equity universe
CNL,Collective Mining Ltd. - Common Stock,United States,Broad US equity universe
CNM,"Core & Main, Inc. Class A Common Stock",United States,Broad US equity universe
CNMD,CONMED Corporation Common Stock,United States,Broad US equity universe
CNNE,"Cannae Holdings, Inc. Common Stock",United States,Broad US equity universe
CNO,"CNO Financial Group, Inc. Common Stock",United States,Broad US equity universe
CNOB,"ConnectOne Bancorp, Inc. - Common Stock",United States,Broad US equity universe
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",United States,Broad US equity universe
CNQ,Canadian Natural Resources Limited Common Stock,United States,Broad US equity universe
CNR,"Core Natural Resources, Inc. Common Stock",United States,Broad US equity universe
CNS,Cohen & Steers Inc Common Stock,United States,Broad US equity universe
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
CNSY,"Cerenome, Inc. - Common Stock",United States,Broad US equity universe
CNTB,Connect Biopharma Holdings Limited - Ordinary Shares,United States,Broad US equity universe
CNTN,"Canton Strategic Holdings, Inc. - Common Stock",United States,Broad US equity universe
CNTX,Context Therapeutics Inc. - Common Stock,United States,Broad US equity universe
CNTY,"Century Casinos, Inc. - Common Stock",United States,Broad US equity universe
CNVS,Cineverse Corp. - Class A Common Stock,United States,Broad US equity universe
CNX,CNX Resources Corporation Common Stock,United States,Broad US equity universe
CNXC,Concentrix Corporation - Common Stock,United States,Broad US equity universe
CNXN,"PC Connection, Inc. - Common Stock",United States,Broad US equity universe
CNXU,Conexeu Sciences Inc. - Common Stock,United States,Broad US equity universe
COAG,"Hemab Therapeutics Holdings, Inc. - Common Stock",United States,Broad US equity universe
COCH,"Envoy Medical, Inc. - Class A Common Stock",United States,Broad US equity universe
COCO,"The Vita Coco Company, Inc. - Common Stock",United States,Broad US equity universe
COCP,"Cocrystal Pharma, Inc. - Common Stock",United States,Broad US equity universe
CODA,"Coda Octopus Group, Inc. - Common stock",United States,Broad US equity universe
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,United States,Broad US equity universe
CODX,"Co-Diagnostics, Inc. - Common Stock",United States,Broad US equity universe
COF,Capital One Financial Corporation Common Stock,United States,Broad US equity universe
COFS,"ChoiceOne Financial Services, Inc. - Common Stock",United States,Broad US equity universe
COGT,"Cogent Biosciences, Inc. - Common Stock",United States,Broad US equity universe
COHN,Cohen & Company Inc.,United States,Broad US equity universe
COHR,Coherent Corp. Common Stock,United States,Broad US equity universe
COHU,"Cohu, Inc. - Common Stock",United States,Broad US equity universe
COIN,"Coinbase Global, Inc. - Class A Common Stock",United States,Broad US equity universe
COKE,"Coca-Cola Consolidated, Inc. - Common Stock",United States,Broad US equity universe
COLA,Columbus Acquisition Corp - Ordinary Shares,United States,Broad US equity universe
COLB,"Columbia Banking System, Inc. - Common Stock",United States,Broad US equity universe
COLD,"Americold Realty Trust, Inc. Common Stock",United States,Broad US equity universe
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",United States,Broad US equity universe
COLM,Columbia Sportswear Company - Common Stock,United States,Broad US equity universe
COMP,"Compass, Inc. Class A Common Stock",United States,Broad US equity universe
CON,"Concentra Group Holdings Parent, Inc. Common Stock",United States,Broad US equity universe
COO,"The Cooper Companies, Inc.  - Common Stock",United States,Broad US equity universe
COOK,"Traeger, Inc. Common Stock",United States,Broad US equity universe
COOT,Australian Oilseeds Holdings Limited - Ordinary Shares,United States,Broad US equity universe
COP,ConocoPhillips Common Stock,United States,Broad US equity universe
COPL,Copley Acquisition Corp Ordinary Shares,United States,Broad US equity universe
COPR,Idaho Copper Corporation Common Stock,United States,Broad US equity universe
COR,"Cencora, Inc. Common Stock",United States,Broad US equity universe
CORN,Teucrium Corn Fund,United States,Corn
CORT,Corcept Therapeutics Incorporated - Common Stock,United States,Broad US equity universe
CORZ,"Core Scientific, Inc. - Common Stock",United States,Broad US equity universe
COSM,Cosmos Health Inc. - Common Stock,United States,Broad US equity universe
COSO,"CoastalSouth Bancshares, Inc. Common Stock",United States,Broad US equity universe
COST,Costco Wholesale Corporation - Common Stock,United States,Broad US equity universe
COTY,Coty Inc. Class A Common Stock,United States,Broad US equity universe
COUR,"Coursera, Inc. Common Stock",United States,Broad US equity universe
COYA,"Coya Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
CP,Canadian Pacific Kansas City Limited Common Shares,United States,Broad US equity universe
CPA,"Copa Holdings, S.A. Class A Common Stock",United States,Broad US equity universe
CPAY,"Corpay, Inc. Common Stock",United States,Broad US equity universe
CPB,The Campbell's Company - Common Stock,United States,Broad US equity universe
CPBI,"Central Plains Bancshares, Inc. - Common Stock",United States,Broad US equity universe
CPF,Central Pacific Financial Corp New,United States,Broad US equity universe
CPHC,Canterbury Park Holding Corporation - Common Stock,United States,Broad US equity universe
CPHI,"China Pharma Holdings, Inc. Common Stock",United States,Broad US equity universe
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,United States,Broad US equity universe
CPK,Chesapeake Utilities Corporation Common Stock,United States,Broad US equity universe
CPLE3.SA,Copel,Brazil,Hydroelectric utility
CPNG,"Coupang, Inc. Class A Common Stock",United States,Broad US equity universe
CPOP,"Pop Culture Group Co., Ltd - Class A Ordinary Shares",United States,Broad US equity universe
CPRI,Capri Holdings Limited Ordinary Shares,United States,Broad US equity universe
CPRT,"Copart, Inc. - Common Stock",United States,Broad US equity universe
CPS,Cooper-Standard Holdings Inc. Common Stock,United States,Broad US equity universe
CPSH,CPS Technologies Corp. - Common Stock,United States,Broad US equity universe
CPSS,"Consumer Portfolio Services, Inc. - Common Stock",United States,Broad US equity universe
