ticker,name,country,category
2802.T,Ajinomoto,Japan,Food ingredients
5285.KL,SD Guthrie,Malaysia,Palm oil
A,"Agilent Technologies, Inc. Common Stock",United States,Broad US equity universe
AA,Alcoa Corporation Common Stock ,United States,Broad US equity universe
AACB,Artius II Acquisition Inc. - Class A Ordinary Shares,United States,Broad US equity universe
AACI,Armada Acquisition Corp. III - Class A Ordinary Share,United States,Broad US equity universe
AACO,Abony Acquisition Corp. I - Class A Ordinary Share,United States,Broad US equity universe
AACP,Apogee Acquisition Corp - Class A Ordinary Shares,United States,Broad US equity universe
AADX,"Applied Aerospace & Defense, Inc. Common Stock",United States,Broad US equity universe
AAL,"American Airlines Group, Inc. - Common Stock",United States,Broad US equity universe
AALI.JK,Astra Agro Lestari,Indonesia,Palm oil
AAME,Atlantic American Corporation - Common Stock,United States,Broad US equity universe
AAMI,Acadian Asset Management Inc. Common Stock,United States,Broad US equity universe
AAOI,"Applied Optoelectronics, Inc. - Common Stock",United States,Broad US equity universe
AAON,"AAON, Inc. - Common Stock",United States,Broad US equity universe
AAP,Advance Auto Parts Inc.,United States,Broad US equity universe
AAPG,Ascentage Pharma Group International - American Depository Shares,United States,Broad US equity universe
AAPL,Apple Inc. - Common Stock,United States,Broad US equity universe
AARD,"Aardvark Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
AAT,"American Assets Trust, Inc. Common Stock",United States,Broad US equity universe
AAUC,Allied Gold Corporation Common Shares,United States,Broad US equity universe
ABAT,American Battery Technology Company - Common Stock,United States,Broad US equity universe
ABBV,AbbVie Inc. Common Stock,United States,Broad US equity universe
ABCB,Ameris Bancorp Common Stock,United States,Broad US equity universe
ABCL,AbCellera Biologics Inc. - Common Shares,United States,Broad US equity universe
ABEO,Abeona Therapeutics Inc. - Common Stock,United States,Broad US equity universe
ABG,Asbury Automotive Group Inc Common Stock,United States,Broad US equity universe
ABLV,Able View Global Inc. - Class B Ordinary Shares,United States,Broad US equity universe
ABM,ABM Industries Incorporated Common Stock,United States,Broad US equity universe
ABNB,"Airbnb, Inc. - Class A Common Stock",United States,Broad US equity universe
ABOS,"Acumen Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
ABR,Arbor Realty Trust Common Stock,United States,Broad US equity universe
ABSI,Absci Corporation - Common Stock,United States,Broad US equity universe
ABT,Abbott Laboratories Common Stock,United States,Broad US equity universe
ABTC,American Bitcoin Corp. - Class A Common Stock,United States,Broad US equity universe
ABTS,Abits Group Inc - Ordinary Shares,United States,Broad US equity universe
ABUS,Arbutus Biopharma Corporation - Common Stock,United States,Broad US equity universe
ABVC,"ABVC BioPharma, Inc. - Common Stock",United States,Broad US equity universe
ABX,"Abacus Global Management, Inc. Class A Common Stock",United States,Broad US equity universe
ACA,"Arcosa, Inc. Common Stock ",United States,Broad US equity universe
ACAA,Averin Capital Acquisition Corp. - Class A Ordinary Shares,United States,Broad US equity universe
ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,United States,Broad US equity universe
ACB,Aurora Cannabis Inc. - Common Shares,United States,Broad US equity universe
ACCL,Acco Group Holdings Limited - Class A Ordinary Shares,United States,Broad US equity universe
ACCO,Acco Brands Corporation Common Stock,United States,Broad US equity universe
ACCS,ACCESS Newswire Inc. Common Stock,United States,Broad US equity universe
ACDC,ProFrac Holding Corp. - Class A Common Stock,United States,Broad US equity universe
ACEL,"Accel Entertainment, Inc. ",United States,Broad US equity universe
ACET,"Adicet Bio, Inc. - Common Stock",United States,Broad US equity universe
ACFN,"Acorn Energy, Inc. - Common Stock",United States,Broad US equity universe
ACGC,ACP Holdings Acquisition Corp. - Class A Ordinary Shares,United States,Broad US equity universe
ACGL,Arch Capital Group Ltd. - Common Stock,United States,Broad US equity universe
ACH,"Accendra Health, Inc. Common Stock",United States,Broad US equity universe
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",United States,Broad US equity universe
ACHR,Archer Aviation Inc. Class A Common Stock,United States,Broad US equity universe
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",United States,Broad US equity universe
ACI,"Albertsons Companies, Inc. Class A Common Stock",United States,Broad US equity universe
ACIC,American Coastal Insurance Corporation - Common Stock,United States,Broad US equity universe
ACIU,AC Immune SA - Common Stock,United States,Broad US equity universe
ACIW,"ACI Worldwide, Inc. - Common Stock",United States,Broad US equity universe
ACLS,"Axcelis Technologies, Inc. - Common Stock",United States,Broad US equity universe
ACM,AECOM Common Stock,United States,Broad US equity universe
ACMR,"ACM Research, Inc. - Class A Common Stock",United States,Broad US equity universe
ACN,Accenture plc Class A Ordinary Shares (Ireland),United States,Broad US equity universe
ACNB,ACNB Corporation - Common Stock,United States,Broad US equity universe
ACNT,Ascent Industries Co. - Common Stock,United States,Broad US equity universe
ACOG,Alpha Cognition Inc. - Common Stock,United States,Broad US equity universe
ACON,"Aclarion, Inc. - Common Stock",United States,Broad US equity universe
ACP,abrdn Income Credit Strategies Fund Common Shares,United States,Broad US equity universe
ACR,ACRES Commercial Realty Corp. Common Stock,United States,Broad US equity universe
ACRE,Ares Commercial Real Estate Corporation Common Stock,United States,Broad US equity universe
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
ACRV,"Acrivon Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
ACT,"Enact Holdings, Inc. - Common Stock",United States,Broad US equity universe
ACTG,Acacia Research Corporation - Common Stock,United States,Broad US equity universe
ACTU,"Actuate Therapeutics, Inc. - Common stock",United States,Broad US equity universe
ACU,Acme United Corporation. Common Stock,United States,Broad US equity universe
ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,United States,Broad US equity universe
ACVA,ACV Auctions Inc. Class A Common Stock,United States,Broad US equity universe
ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
AD,"Array Digital Infrastructure, Inc. Common Shares",United States,Broad US equity universe
ADAC,American Drive Acquisition Company - Class A Ordinary Shares,United States,Broad US equity universe
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",United States,Broad US equity universe
ADAM,"Adamas Trust, Inc. - Common Stock",United States,Broad US equity universe
ADBE,Adobe Inc. - Common Stock,United States,Broad US equity universe
ADC,Agree Realty Corporation Common Stock,United States,Broad US equity universe
ADCT,ADC Therapeutics SA Common Shares,United States,Broad US equity universe
ADEA,Adeia Inc.  - Common Stock,United States,Broad US equity universe
ADGM,"Adagio Medical Holdings, Inc - Common Stock",United States,Broad US equity universe
ADI,"Analog Devices, Inc. - Common Stock",United States,Broad US equity universe
ADIG,ADI Global Distribution Inc. Common Stock,United States,Broad US equity universe
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",United States,Broad US equity universe
ADM,Archer-Daniels-Midland,United States,Crop processing
ADMA,ADMA Biologics Inc - Common Stock,United States,Broad US equity universe
ADNT,Adient plc Ordinary Shares ,United States,Broad US equity universe
ADP,"Automatic Data Processing, Inc. - Common Stock",United States,Broad US equity universe
ADPT,Adaptive Biotechnologies Corporation - Common Stock,United States,Broad US equity universe
ADSE,ADS-TEC ENERGY PLC - Ordinary Shares,United States,Broad US equity universe
ADSK,"Autodesk, Inc. - Common Stock",United States,Broad US equity universe
ADT,ADT Inc. Common Stock,United States,Broad US equity universe
ADTN,"ADTRAN Holdings, Inc. - Common Stock",United States,Broad US equity universe
ADUR,Aduro Clean Technologies Inc. - Common Stock,United States,Broad US equity universe
ADUS,Addus HomeCare Corporation - Common Stock,United States,Broad US equity universe
ADV,Advantage Solutions Inc.  - Class A Common Stock,United States,Broad US equity universe
ADVB,Advanced Biomed Inc. - Common Stock,United States,Broad US equity universe
ADX,Adams Diversified Equity Fund Inc.,United States,Broad US equity universe
AEAQ,Activate Energy Acquisition Corp. - Class A Ordinary Share,United States,Broad US equity universe
AEBI,Aebi Schmidt Holding AG - Common Stock,United States,Broad US equity universe
AEC,Anfield Energy Inc. - Common Shares,United States,Broad US equity universe
AEE,Ameren Corporation Common Stock,United States,Broad US equity universe
AEF,"abrdn Emerging Markets ex-China Fund, Inc. Common Stock",United States,Broad US equity universe
AEG,Aegon Ltd. New York Registry Shares,United States,Broad US equity universe
AEHL,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,United States,Broad US equity universe
AEHR,Aehr Test Systems - Common Stock,United States,Broad US equity universe
AEI,Alset Inc. - Common Stock,United States,Broad US equity universe
AEIS,"Advanced Energy Industries, Inc. - Common Stock",United States,Broad US equity universe
AEM,Agnico Eagle Mines Limited Common Stock,United States,Broad US equity universe
AEMD,"Aethlon Medical, Inc. - Common Stock",United States,Broad US equity universe
AENT,Alliance Entertainment Holding Corporation - common stock,United States,Broad US equity universe
AEO,"American Eagle Outfitters, Inc. Common Stock",United States,Broad US equity universe
AEON,"AEON Biopharma, Inc. Class A Common Stock",United States,Broad US equity universe
AEP,"American Electric Power Company, Inc. - Common Stock",United States,Broad US equity universe
AER,AerCap Holdings N.V. Ordinary Shares,United States,Broad US equity universe
AERT,"Aeries Technology, Inc. - Class A Ordinary Share",United States,Broad US equity universe
AES,The AES Corporation Common Stock,United States,Broad US equity universe
AESI,Atlas Energy Solutions Inc. Common Stock,United States,Broad US equity universe
AESP,Aeon Acquisition I Corp. - Class A Ordinary Shares,United States,Broad US equity universe
AEVA,"Aeva Technologies, Inc. - Common Stock",United States,Broad US equity universe
AEXA,American Exceptionalism Acquisition Corp. A Class A Ordinary Shares,United States,Broad US equity universe
AEYE,"AudioEye, Inc. - Common Stock",United States,Broad US equity universe
AFB,AllianceBernstein National Municipal Income Fund Inc,United States,Broad US equity universe
AFCG,Advanced Flower Capital Inc. - Common Stock,United States,Broad US equity universe
AFG,"American Financial Group, Inc. Common Stock",United States,Broad US equity universe
AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",United States,Broad US equity universe
AFL,AFLAC Incorporated Common Stock,United States,Broad US equity universe
AFRI,Forafric Global PLC - Ordinary Shares,United States,Broad US equity universe
AFRM,"Affirm Holdings, Inc. - Class A Common Stock",United States,Broad US equity universe
AFYA,Afya Limited - Class A Common Shares,United States,Broad US equity universe
AG,First Majestic Silver Corp. Ordinary Shares (Canada),United States,Broad US equity universe
AGBK,AGI Inc Class A Common Shares,United States,Broad US equity universe
AGCC,Agencia Comercial Spirits Ltd - Class A Ordinary Share,United States,Broad US equity universe
AGCO,AGCO Corporation Common Stock,United States,Broad US equity universe
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,Broad US equity universe
AGEN,Agenus Inc. - Common Stock,United States,Broad US equity universe
AGI,Alamos Gold Inc. Class A Common Shares,United States,Broad US equity universe
AGIG,Abundia Global Impact Group Inc. Common stock,United States,Broad US equity universe
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
AGL,"agilon health, inc. Common Stock",United States,Broad US equity universe
AGM,Federal Agricultural Mortgage Corporation Common Stock,United States,Broad US equity universe
AGM-A,Federal Agricultural Mortgage Corporation Common Stock,United States,Broad US equity universe
AGMB,AgomAb Therapeutics NV - ADRs representing one common share.,United States,Broad US equity universe
AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,United States,Broad US equity universe
AGNC,AGNC Investment Corp. - Common Stock,United States,Broad US equity universe
AGNT,"AGNT, Inc. - Common Stock",United States,Broad US equity universe
AGO,Assured Guaranty Ltd. Common Stock,United States,Broad US equity universe
AGPU,Axe Compute Inc. - Common Stock,United States,Broad US equity universe
AGRO,Adecoagro S.A. Common Shares,United States,Broad US equity universe
AGRZ,Agroz Inc. - Class A Ordinary Shares,United States,Broad US equity universe
AGX,"Argan, Inc. Common Stock",United States,Broad US equity universe
AGYS,"Agilysys, Inc. - Common Stock",United States,Broad US equity universe
AHCO,AdaptHealth Corp.  - Common Stock,United States,Broad US equity universe
AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,United States,Broad US equity universe
AHR,"American Healthcare REIT, Inc. Common Stock",United States,Broad US equity universe
AHRT,"AH Realty Trust, Inc. Common Stock",United States,Broad US equity universe
AHT,Ashford Hospitality Trust Inc Common Stock,United States,Broad US equity universe
AI,"C3.ai, Inc. Class A Common Stock",United States,Broad US equity universe
AIAI,AIAI Holdings Corporation - Class A common stock,United States,Broad US equity universe
AIB,AIB Data Centers Inc. Common Stock,United States,Broad US equity universe
AIBZ,Bitzero Holdings Inc. - Common Shares,United States,Broad US equity universe
AIDX,"20/20 Biolabs, Inc. - Common Stock",United States,Broad US equity universe
AIFA,"All In FutureTech Alliance, Inc. - Common Stock",United States,Broad US equity universe
AIFC,AI Financial Corporation - Common Stock,United States,Broad US equity universe
AIFF,"Firefly Neuroscience, Inc.  - Common Stock",United States,Broad US equity universe
AIFU,AIFU Inc. - Class A Ordinary Share,United States,Broad US equity universe
AIG,"American International Group, Inc. New Common Stock",United States,Broad US equity universe
AIHS,Senmiao Technology Limited - Common Stock,United States,Broad US equity universe
AII,"American Integrity Insurance Group, Inc. Common Stock",United States,Broad US equity universe
AIIA,AI Infrastructure Acquisition Corp. Class A Ordinary Shares,United States,Broad US equity universe
AIIO,Robo.ai Inc. - Class B Ordinary Shares,United States,Broad US equity universe
AIIR,Air Global PLC - Ordinary shares,United States,Broad US equity universe
AIM,AIM ImmunoTech Inc. Common Stock,United States,Broad US equity universe
AIMD,"Ainos, Inc. - Common Stock",United States,Broad US equity universe
AIN,Albany International Corporation Common Stock,United States,Broad US equity universe
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,United States,Broad US equity universe
AIOS,AIOS Tech Inc. - Class A Common Shares,United States,Broad US equity universe
AIOT,"PowerFleet, Inc. - Common Stock",United States,Broad US equity universe
AIP,"Arteris, Inc.  - Common Stock",United States,Broad US equity universe
AIR,AAR Corp. Common Stock,United States,Broad US equity universe
AIRE,reAlpha Tech Corp. - Common Stock,United States,Broad US equity universe
AIRG,"Airgain, Inc. - Common Stock",United States,Broad US equity universe
AIRI,Air Industries Group Common Stock,United States,Broad US equity universe
AIRJ,AirJoule Technologies Corporation - Class A Common Stock,United States,Broad US equity universe
AIRO,"AIRO Group Holdings, Inc. - Common Stock",United States,Broad US equity universe
AIRS,"AirSculpt Technologies, Inc. - Common Stock",United States,Broad US equity universe
AIRT,"Air T, Inc. - Common Stock",United States,Broad US equity universe
AISP,"Airship AI Holdings, Inc - Class A Common Stock",United States,Broad US equity universe
AIT,"Applied Industrial Technologies, Inc. Common Stock",United States,Broad US equity universe
AIV,Apartment Investment and Management Company Common Stock,United States,Broad US equity universe
AIXC,"AIxCrypto Holdings, Inc. - Common Stock",United States,Broad US equity universe
AIZ,"Assurant, Inc. Common Stock",United States,Broad US equity universe
AJG,Arthur J. Gallagher & Co. Common Stock,United States,Broad US equity universe
AKA,a.k.a. Brands Holding Corp. Common Stock,United States,Broad US equity universe
AKAM,"Akamai Technologies, Inc. - Common Stock",United States,Broad US equity universe
AKAN,Akanda Corp. - Common Shares,United States,Broad US equity universe
AKBA,"Akebia Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
AKO-A,Embotelladora Andina S.A. Common Stock,United States,Broad US equity universe
AKO-B,Embotelladora Andina S.A. Common Stock,United States,Broad US equity universe
AKR,Acadia Realty Trust Common Stock,United States,Broad US equity universe
AKTS,"Aktis Oncology, Inc. - Common stock",United States,Broad US equity universe
ALAB,"Astera Labs, Inc. - Common Stock",United States,Broad US equity universe
ALB,Albemarle Corporation Common Stock,United States,Broad US equity universe
ALC,Alcon Inc. Ordinary Shares,United States,Broad US equity universe
ALCO,"Alico, Inc. - Common Stock",United States,Broad US equity universe
ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,United States,Broad US equity universe
ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
ALEC,"Alector, Inc. - Common Stock",United States,Broad US equity universe
ALF,Centurion Acquisition Corp. - Class A Ordinary Shares,United States,Broad US equity universe
ALG,"Alamo Group, Inc. Common Stock",United States,Broad US equity universe
ALGM,"Allegro MicroSystems, Inc. - Common Stock",United States,Broad US equity universe
ALGN,"Align Technology, Inc. - Common Stock",United States,Broad US equity universe
ALGS,"Aligos Therapeutics, Inc. - Common stock",United States,Broad US equity universe
ALGT,Allegiant Travel Company - Common Stock,United States,Broad US equity universe
ALH,Alliance Laundry Holdings Inc. Common Stock,United States,Broad US equity universe
ALHC,"Alignment Healthcare, Inc. - Common Stock",United States,Broad US equity universe
ALIS,Calisa Acquisition Corp - Ordinary shares,United States,Broad US equity universe
ALIT,"Alight, Inc. Class A Common Stock",United States,Broad US equity universe
ALK,"Alaska Air Group, Inc. Common Stock",United States,Broad US equity universe
ALKS,Alkermes plc - Ordinary Shares,United States,Broad US equity universe
ALKT,"Alkami Technology, Inc. - Common Stock",United States,Broad US equity universe
ALL,Allstate Corporation (The) Common Stock,United States,Broad US equity universe
ALLE,Allegion plc Ordinary Shares,United States,Broad US equity universe
ALLO,"Allogene Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
ALLR,"Allarity Therapeutics, Inc. - Common stock",United States,Broad US equity universe
ALLT,Allot Ltd. - Ordinary Shares,United States,Broad US equity universe
ALLY,Ally Financial Inc. Common Stock,United States,Broad US equity universe
ALM,Almonty Industries Inc. - Common Shares,United States,Broad US equity universe
ALMR,"Alamar Biosciences, Inc. - Class A common stock",United States,Broad US equity universe
ALMS,Alumis Inc. - Common Stock,United States,Broad US equity universe
ALMU,"Aeluma, Inc. - Common Stock",United States,Broad US equity universe
ALNT,Allient Inc. - Common Stock,United States,Broad US equity universe
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
ALOT,"AstroNova, Inc. - Common Stock",United States,Broad US equity universe
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",United States,Broad US equity universe
ALOY,REalloys Inc. - Common Stock,United States,Broad US equity universe
ALP,Alpha Compute Corp  - Common Stock,United States,Broad US equity universe
ALPS,ALPS Group Inc - Ordinary Share,United States,Broad US equity universe
ALPX,Alpex Acquisition Corporation - Class A Ordinary Shares,United States,Broad US equity universe
ALRM,"Alarm.com Holdings, Inc. - Common Stock",United States,Broad US equity universe
ALRS,Alerus Financial Corporation - Common Stock,United States,Broad US equity universe
ALSN,"Allison Transmission Holdings, Inc. Common Stock",United States,Broad US equity universe
ALT,"Altimmune, Inc. - Common Stock",United States,Broad US equity universe
ALTG,Alta Equipment Group Inc. Class A Common Stock,United States,Broad US equity universe
ALTI,"AlTi Global, Inc. - Class A Common Stock",United States,Broad US equity universe
ALTO,"Alto Ingredients, Inc. - Common Stock",United States,Broad US equity universe
ALUB,Alussa Energy Acquisition Corp. II Class A Ordinary Shares,United States,Broad US equity universe
ALV,"Autoliv, Inc. Common Stock",United States,Broad US equity universe
ALVO,Alvotech - Ordinary Shares,United States,Broad US equity universe
ALX,"Alexander's, Inc. Common Stock",United States,Broad US equity universe
ALXO,ALX Oncology Holdings Inc. - Common Stock,United States,Broad US equity universe
ALZN,"Alzamend Neuro, Inc. - Common Stock",United States,Broad US equity universe
AM,Antero Midstream Corporation Common Stock,United States,Broad US equity universe
AMAL,Amalgamated Financial Corp. - Common Stock,United States,Broad US equity universe
AMAN,Amanat Acquisition Corp - Class A Ordinary Shares,United States,Broad US equity universe
AMAT,"Applied Materials, Inc. - Common Stock",United States,Broad US equity universe
AMBA,"Ambarella, Inc. - Ordinary Shares",United States,Broad US equity universe
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),United States,Broad US equity universe
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,United States,Broad US equity universe
AMBQ,"Ambiq Micro, Inc. Common Stock",United States,Broad US equity universe
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",United States,Broad US equity universe
AMCI,AMC Robotics Corporation - Common Stock,United States,Broad US equity universe
AMCR,Amcor plc Ordinary Shares,United States,Broad US equity universe
AMCX,AMC Global Media Inc. - Class A Common Stock,United States,Broad US equity universe
AMD,"Advanced Micro Devices, Inc. - Common Stock",United States,Broad US equity universe
AME,"AMETEK, Inc.",United States,Broad US equity universe
AMG,"Affiliated Managers Group, Inc. Common Stock",United States,Broad US equity universe
AMGN,Amgen Inc. - Common Stock,United States,Broad US equity universe
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,United States,Broad US equity universe
AMIX,"Autonomix Medical, Inc. - Common Stock",United States,Broad US equity universe
AMKR,"Amkor Technology, Inc. - Common Stock",United States,Broad US equity universe
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
AMN,AMN Healthcare Services Inc,United States,Broad US equity universe
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",United States,Broad US equity universe
AMP,"Ameriprise Financial, Inc. Common Stock",United States,Broad US equity universe
AMPG,"Amplitech Group, Inc. - Common Stock",United States,Broad US equity universe
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
AMPL,"Amplitude, Inc. - Class A Common Stock",United States,Broad US equity universe
AMPX,"Amprius Technologies, Inc. Common Stock",United States,Broad US equity universe
AMPY,Amplify Energy Corp. Common Stock,United States,Broad US equity universe
AMR,"Alpha Metallurgical Resources, Inc. Common Stock",United States,Broad US equity universe
AMRC,"Ameresco, Inc. Class A Common Stock",United States,Broad US equity universe
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",United States,Broad US equity universe
AMRZ,Amrize Ltd Ordinary Shares,United States,Broad US equity universe
AMS,American Shared Hospital Services Common Stock,United States,Broad US equity universe
AMSC,American Superconductor Corporation - Common Stock,United States,Broad US equity universe
AMSF,"AMERISAFE, Inc. - Common Stock",United States,Broad US equity universe
AMSS,AMASS Brands Inc. - Common Stock,United States,Broad US equity universe
AMST,Amesite Inc. - Common Stock,United States,Broad US equity universe
AMT,American Tower Corporation (REIT) Common Stock,United States,Broad US equity universe
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,Broad US equity universe
AMTM,"Amentum Holdings, Inc. Common Stock",United States,Broad US equity universe
AMTX,"Aemetis, Inc - Common Stock",United States,Broad US equity universe
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",United States,Broad US equity universe
AMWL,American Well Corporation Class A Common Stock,United States,Broad US equity universe
AMZE,"Amaze Holdings, Inc. Common Stock",United States,Broad US equity universe
AMZN,"Amazon.com, Inc. - Common Stock",United States,Broad US equity universe
AN,"AutoNation, Inc. Common Stock",United States,Broad US equity universe
ANAB,"AnaptysBio, Inc. - Common Stock",United States,Broad US equity universe
ANDE,"The Andersons, Inc. - Common Stock",United States,Broad US equity universe
ANDG,Andersen Group Inc. Class A Common Stock,United States,Broad US equity universe
ANET,"Arista Networks, Inc. Common Stock",United States,Broad US equity universe
ANF,Abercrombie & Fitch Company Common Stock,United States,Broad US equity universe
ANGH,Anghami Inc. - Ordinary Shares,United States,Broad US equity universe
ANGI,Angi Inc. - Class A Common Stock,United States,Broad US equity universe
ANGO,"AngioDynamics, Inc. - Common Stock",United States,Broad US equity universe
ANGX,"Angel Studios, Inc. Class A Common Stock",United States,Broad US equity universe
ANIK,Anika Therapeutics Inc. - Common Stock,United States,Broad US equity universe
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
ANIX,"Anixa Biosciences, Inc. - Common Stock",United States,Broad US equity universe
ANNA,"AleAnna, Inc. - Class A Common Stock",United States,Broad US equity universe
ANNX,"Annexon, Inc. - common stock",United States,Broad US equity universe
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,United States,Broad US equity universe
ANRO,"Alto Neuroscience, Inc. Common Stock",United States,Broad US equity universe
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,United States,Broad US equity universe
ANTX,"AN2 Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
ANVS,"Annovis Bio, Inc. Common Stock",United States,Broad US equity universe
ANY,Sphere 3D Corp. - Common Shares,United States,Broad US equity universe
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,Broad US equity universe
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",United States,Broad US equity universe
AON,Aon plc Class A Ordinary Shares (Ireland),United States,Broad US equity universe
AORT,"Artivion, Inc. Common Stock",United States,Broad US equity universe
AOS,A.O. Smith Corporation Common Stock,United States,Broad US equity universe
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,United States,Broad US equity universe
AOUT,"American Outdoor Brands, Inc. - Common Stock",United States,Broad US equity universe
AP,Ampco-Pittsburgh Corporation Common Stock,United States,Broad US equity universe
APA,APA Corporation - Common Stock,United States,Broad US equity universe
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,United States,Broad US equity universe
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,Broad US equity universe
APC,ARKO Petroleum Corp. - Class A Common Stock,United States,Broad US equity universe
APD,"Air Products and Chemicals, Inc. Common Stock",United States,Broad US equity universe
APEI,"American Public Education, Inc. - Common Stock",United States,Broad US equity universe
APG,APi Group Corporation Common Stock,United States,Broad US equity universe
APGE,"Apogee Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
APH,Amphenol Corporation Common Stock,United States,Broad US equity universe
API,"Agora, Inc. - ADS",United States,Broad US equity universe
APLD,Applied Digital Corporation - Common Stock,United States,Broad US equity universe
APLE,"Apple Hospitality REIT, Inc. Common Shares",United States,Broad US equity universe
APLM,Apollomics Inc. - Class A Ordinary Shares,United States,Broad US equity universe
APMC,AmperCap Acquisition Company - Ordinary Shares,United States,Broad US equity universe
APMD,"Apnimed, Inc. - Common Stock",United States,Broad US equity universe
APO,"Apollo Global Management, Inc. (New) Common Stock",United States,Broad US equity universe
APOG,"Apogee Enterprises, Inc. - Common Stock",United States,Broad US equity universe
APP,Applovin Corporation - Class A Common Stock,United States,Broad US equity universe
APPF,"AppFolio, Inc. - Class A Common Stock",United States,Broad US equity universe
APPN,Appian Corporation - Class A Common Stock,United States,Broad US equity universe
APPS,"Digital Turbine, Inc. - Common Stock",United States,Broad US equity universe
APRE,"Aprea Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
APT,"Alpha Pro Tech, Ltd. Common Stock",United States,Broad US equity universe
APTV,Aptiv PLC Ordinary Shares,United States,Broad US equity universe
APUR,Aperture AC - Class A Ordinary Shares,United States,Broad US equity universe
APUS,"Apimeds Pharmaceuticals US, Inc. Common Stock",United States,Broad US equity universe
APVO,Aptevo Therapeutics Inc. - Common Stock,United States,Broad US equity universe
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",United States,Broad US equity universe
APXT,Apex Treasury Corporation - Class A Ordinary Share,United States,Broad US equity universe
APYX,Apyx Medical Corporation - Common Stock,United States,Broad US equity universe
AQB,"AquaBounty Technologies, Inc. - Common Stock",United States,Broad US equity universe
AQMS,"Aqua Metals, Inc. - Common Stock",United States,Broad US equity universe
AQN,Algonquin Power & Utilities Corp. Common Shares,United States,Broad US equity universe
AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",United States,Broad US equity universe
AQST,"Aquestive Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
AR,Antero Resources Corporation Common Stock,United States,Broad US equity universe
ARAI,Arrive AI Inc. - Common Stock,United States,Broad US equity universe
ARAY,Accuray Incorporated - Common Stock,United States,Broad US equity universe
ARBB,ARB IOT Group Limited - Ordinary Shares,United States,Broad US equity universe
ARBE,Arbe Robotics Ltd. - Ordinary Shares,United States,Broad US equity universe
ARCB,ArcBest Corporation - Common Stock,United States,Broad US equity universe
ARCC,Ares Capital Corporation - Closed End Fund,United States,Broad US equity universe
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,United States,Broad US equity universe
